;Var1;Var2;target;;;;;;;;;
364;181;29;true;,{Var1:181,Var2:29,spam:true};;;;;;;;
365;276;-173;true;,{Var1:276,Var2:-173,spam:true};;;;;;;;
366;156;-38;true;,{Var1:156,Var2:-38,spam:true};;;;;;;;
367;155;45;true;,{Var1:155,Var2:45,spam:true};;;;;;;;
368;89;56;true;,{Var1:89,Var2:56,spam:true};;;;;;;;
369;119;-45;true;,{Var1:119,Var2:-45,spam:true};;;;;;;;
370;237;-125;true;,{Var1:237,Var2:-125,spam:true};;;;;;;;
371;92;25;true;,{Var1:92,Var2:25,spam:true};;;;;;;;
372;96;-5;true;,{Var1:96,Var2:-5,spam:true};;;;;;;;
373;113;137;true;,{Var1:113,Var2:137,spam:true};;;;;;;;
374;43;42;true;,{Var1:43,Var2:42,spam:true};;;;;;;;
375;144;233;true;,{Var1:144,Var2:233,spam:true};;;;;;;;
376;171;172;true;,{Var1:171,Var2:172,spam:true};;;;;;;;
377;73;7;true;,{Var1:73,Var2:7,spam:true};;;;;;;;
378;164;172;true;,{Var1:164,Var2:172,spam:true};;;;;;;;
379;68;77;true;,{Var1:68,Var2:77,spam:true};;;;;;;;
380;106;117;true;,{Var1:106,Var2:117,spam:true};;;;;;;;
381;89;97;true;,{Var1:89,Var2:97,spam:true};;;;;;;;
382;220;180;true;,{Var1:220,Var2:180,spam:true};;;;;;;;
383;64;89;true;,{Var1:64,Var2:89,spam:true};;;;;;;;
384;111;11;true;,{Var1:111,Var2:11,spam:true};;;;;;;;
385;183;215;true;,{Var1:183,Var2:215,spam:true};;;;;;;;
386;116;39;true;,{Var1:116,Var2:39,spam:true};;;;;;;;
387;218;29;true;,{Var1:218,Var2:29,spam:true};;;;;;;;
388;155;-70;true;,{Var1:155,Var2:-70,spam:true};;;;;;;;
389;205;165;true;,{Var1:205,Var2:165,spam:true};;;;;;;;
390;165;-66;true;,{Var1:165,Var2:-66,spam:true};;;;;;;;
391;219;350;true;,{Var1:219,Var2:350,spam:true};;;;;;;;
392;151;67;true;,{Var1:151,Var2:67,spam:true};;;;;;;;
393;220;181;true;,{Var1:220,Var2:181,spam:true};;;;;;;;
394;170;249;true;,{Var1:170,Var2:249,spam:true};;;;;;;;
395;5;2;true;,{Var1:5,Var2:2,spam:true};;;;;;;;
396;134;56;true;,{Var1:134,Var2:56,spam:true};;;;;;;;
397;302;-202;true;,{Var1:302,Var2:-202,spam:true};;;;;;;;
398;116;-17;true;,{Var1:116,Var2:-17,spam:true};;;;;;;;
399;172;3;true;,{Var1:172,Var2:3,spam:true};;;;;;;;
400;70;51;true;,{Var1:70,Var2:51,spam:true};;;;;;;;
401;439;-384;true;,{Var1:439,Var2:-384,spam:true};;;;;;;;
402;187;39;true;,{Var1:187,Var2:39,spam:true};;;;;;;;
403;186;159;true;,{Var1:186,Var2:159,spam:true};;;;;;;;
404;250;9;true;,{Var1:250,Var2:9,spam:true};;;;;;;;
405;141;166;true;,{Var1:141,Var2:166,spam:true};;;;;;;;
406;154;-54;true;,{Var1:154,Var2:-54,spam:true};;;;;;;;
407;52;41;true;,{Var1:52,Var2:41,spam:true};;;;;;;;
408;67;8;true;,{Var1:67,Var2:8,spam:true};;;;;;;;
409;154;-54;true;,{Var1:154,Var2:-54,spam:true};;;;;;;;
410;136;152;true;,{Var1:136,Var2:152,spam:true};;;;;;;;
411;227;166;true;,{Var1:227,Var2:166,spam:true};;;;;;;;
412;155;-70;true;,{Var1:155,Var2:-70,spam:true};;;;;;;;
413;59;73;true;,{Var1:59,Var2:73,spam:true};;;;;;;;
414;59;73;true;,{Var1:59,Var2:73,spam:true};;;;;;;;
415;114;-13;true;,{Var1:114,Var2:-13,spam:true};;;;;;;;
416;282;-179;true;,{Var1:282,Var2:-179,spam:true};;;;;;;;
417;439;-384;true;,{Var1:439,Var2:-384,spam:true};;;;;;;;
418;9;10;true;,{Var1:9,Var2:10,spam:true};;;;;;;;
419;92;-23;true;,{Var1:92,Var2:-23,spam:true};;;;;;;;
420;40;76;true;,{Var1:40,Var2:76,spam:true};;;;;;;;
421;286;193;true;,{Var1:286,Var2:193,spam:true};;;;;;;;
422;64;78;true;,{Var1:64,Var2:78,spam:true};;;;;;;;
423;238;-84;true;,{Var1:238,Var2:-84,spam:true};;;;;;;;
424;177;87;true;,{Var1:177,Var2:87,spam:true};;;;;;;;
425;14;8;true;,{Var1:14,Var2:8,spam:true};;;;;;;;
426;160;46;true;,{Var1:160,Var2:46,spam:true};;;;;;;;
427;37;39;true;,{Var1:37,Var2:39,spam:true};;;;;;;;
428;109;103;true;,{Var1:109,Var2:103,spam:true};;;;;;;;
429;133;85;true;,{Var1:133,Var2:85,spam:true};;;;;;;;
430;216;-154;true;,{Var1:216,Var2:-154,spam:true};;;;;;;;
431;242;-157;true;,{Var1:242,Var2:-157,spam:true};;;;;;;;
432;79;87;true;,{Var1:79,Var2:87,spam:true};;;;;;;;
433;97;125;true;,{Var1:97,Var2:125,spam:true};;;;;;;;
434;258;260;true;,{Var1:258,Var2:260,spam:true};;;;;;;;
435;118;103;true;,{Var1:118,Var2:103,spam:true};;;;;;;;
436;88;-36;true;,{Var1:88,Var2:-36,spam:true};;;;;;;;
437;229;-27;true;,{Var1:229,Var2:-27,spam:true};;;;;;;;
438;179;242;true;,{Var1:179,Var2:242,spam:true};;;;;;;;
439;401;-409;true;,{Var1:401,Var2:-409,spam:true};;;;;;;;
440;48;58;true;,{Var1:48,Var2:58,spam:true};;;;;;;;
441;200;111;true;,{Var1:200,Var2:111,spam:true};;;;;;;;
442;157;118;true;,{Var1:157,Var2:118,spam:true};;;;;;;;
443;243;401;true;,{Var1:243,Var2:401,spam:true};;;;;;;;
444;46;57;true;,{Var1:46,Var2:57,spam:true};;;;;;;;
445;226;17;true;,{Var1:226,Var2:17,spam:true};;;;;;;;
446;247;-201;true;,{Var1:247,Var2:-201,spam:true};;;;;;;;
447;255;235;true;,{Var1:255,Var2:235,spam:true};;;;;;;;
448;218;29;true;,{Var1:218,Var2:29,spam:true};;;;;;;;
449;80;-7;true;,{Var1:80,Var2:-7,spam:true};;;;;;;;
450;144;40;true;,{Var1:144,Var2:40,spam:true};;;;;;;;
451;126;56;true;,{Var1:126,Var2:56,spam:true};;;;;;;;
452;83;81;true;,{Var1:83,Var2:81,spam:true};;;;;;;;
453;255;190;true;,{Var1:255,Var2:190,spam:true};;;;;;;;
454;155;46;true;,{Var1:155,Var2:46,spam:true};;;;;;;;
455;62;81;true;,{Var1:62,Var2:81,spam:true};;;;;;;;
456;161;51;true;,{Var1:161,Var2:51,spam:true};;;;;;;;
457;112;53;true;,{Var1:112,Var2:53,spam:true};;;;;;;;
458;23;10;true;,{Var1:23,Var2:10,spam:true};;;;;;;;
459;144;61;true;,{Var1:144,Var2:61,spam:true};;;;;;;;
460;65;94;true;,{Var1:65,Var2:94,spam:true};;;;;;;;
461;221;163;true;,{Var1:221,Var2:163,spam:true};;;;;;;;
462;168;246;true;,{Var1:168,Var2:246,spam:true};;;;;;;;
463;198;-123;true;,{Var1:198,Var2:-123,spam:true};;;;;;;;
464;143;-105;true;,{Var1:143,Var2:-105,spam:true};;;;;;;;
465;225;-145;true;,{Var1:225,Var2:-145,spam:true};;;;;;;;
466;150;206;true;,{Var1:150,Var2:206,spam:true};;;;;;;;
467;102;145;true;,{Var1:102,Var2:145,spam:true};;;;;;;;
468;247;15;true;,{Var1:247,Var2:15,spam:true};;;;;;;;
469;186;93;true;,{Var1:186,Var2:93,spam:true};;;;;;;;
470;54;41;true;,{Var1:54,Var2:41,spam:true};;;;;;;;
471;143;35;true;,{Var1:143,Var2:35,spam:true};;;;;;;;
472;73;84;true;,{Var1:73,Var2:84,spam:true};;;;;;;;
473;133;85;true;,{Var1:133,Var2:85,spam:true};;;;;;;;
474;45;51;true;,{Var1:45,Var2:51,spam:true};;;;;;;;
475;115;-1;true;,{Var1:115,Var2:-1,spam:true};;;;;;;;
476;126;91;true;,{Var1:126,Var2:91,spam:true};;;;;;;;
477;377;-379;true;,{Var1:377,Var2:-379,spam:true};;;;;;;;
478;165;211;true;,{Var1:165,Var2:211,spam:true};;;;;;;;
479;48;-2;true;,{Var1:48,Var2:-2,spam:true};;;;;;;;
480;195;234;true;,{Var1:195,Var2:234,spam:true};;;;;;;;
481;99;128;true;,{Var1:99,Var2:128,spam:true};;;;;;;;
482;170;-83;true;,{Var1:170,Var2:-83,spam:true};;;;;;;;
483;94;21;true;,{Var1:94,Var2:21,spam:true};;;;;;;;
484;188;205;true;,{Var1:188,Var2:205,spam:true};;;;;;;;
485;93;54;true;,{Var1:93,Var2:54,spam:true};;;;;;;;
486;280;-227;true;,{Var1:280,Var2:-227,spam:true};;;;;;;;
487;70;95;true;,{Var1:70,Var2:95,spam:true};;;;;;;;
488;282;-179;true;,{Var1:282,Var2:-179,spam:true};;;;;;;;
489;160;251;true;,{Var1:160,Var2:251,spam:true};;;;;;;;
490;197;1;true;,{Var1:197,Var2:1,spam:true};;;;;;;;
491;227;47;true;,{Var1:227,Var2:47,spam:true};;;;;;;;
492;93;54;true;,{Var1:93,Var2:54,spam:true};;;;;;;;
493;76;1;true;,{Var1:76,Var2:1,spam:true};;;;;;;;
494;172;3;true;,{Var1:172,Var2:3,spam:true};;;;;;;;
495;200;131;true;,{Var1:200,Var2:131,spam:true};;;;;;;;
496;10;5;true;,{Var1:10,Var2:5,spam:true};;;;;;;;
497;156;99;true;,{Var1:156,Var2:99,spam:true};;;;;;;;
498;282;-113;true;,{Var1:282,Var2:-113,spam:true};;;;;;;;
499;92;25;true;,{Var1:92,Var2:25,spam:true};;;;;;;;
500;55;53;true;,{Var1:55,Var2:53,spam:true};;;;;;;;
501;226;0;true;,{Var1:226,Var2:0,spam:true};;;;;;;;
502;74;11;true;,{Var1:74,Var2:11,spam:true};;;;;;;;
503;40;35;true;,{Var1:40,Var2:35,spam:true};;;;;;;;
504;226;0;true;,{Var1:226,Var2:0,spam:true};;;;;;;;
505;391;-337;true;,{Var1:391,Var2:-337,spam:true};;;;;;;;
506;180;-136;true;,{Var1:180,Var2:-136,spam:true};;;;;;;;
507;253;-207;true;,{Var1:253,Var2:-207,spam:true};;;;;;;;
508;226;17;true;,{Var1:226,Var2:17,spam:true};;;;;;;;
509;136;111;true;,{Var1:136,Var2:111,spam:true};;;;;;;;
510;65;88;true;,{Var1:65,Var2:88,spam:true};;;;;;;;
511;32;36;true;,{Var1:32,Var2:36,spam:true};;;;;;;;
512;215;-71;true;,{Var1:215,Var2:-71,spam:true};;;;;;;;
513;234;395;true;,{Var1:234,Var2:395,spam:true};;;;;;;;
514;104;23;true;,{Var1:104,Var2:23,spam:true};;;;;;;;
515;75;92;true;,{Var1:75,Var2:92,spam:true};;;;;;;;
516;131;42;true;,{Var1:131,Var2:42,spam:true};;;;;;;;
517;282;-113;true;,{Var1:282,Var2:-113,spam:true};;;;;;;;
518;263;-207;true;,{Var1:263,Var2:-207,spam:true};;;;;;;;
519;187;88;true;,{Var1:187,Var2:88,spam:true};;;;;;;;
520;281;47;true;,{Var1:281,Var2:47,spam:true};;;;;;;;
521;104;23;true;,{Var1:104,Var2:23,spam:true};;;;;;;;
522;57;50;true;,{Var1:57,Var2:50,spam:true};;;;;;;;
523;306;-230;true;,{Var1:306,Var2:-230,spam:true};;;;;;;;
524;115;-110;true;,{Var1:115,Var2:-110,spam:true};;;;;;;;
525;104;82;true;,{Var1:104,Var2:82,spam:true};;;;;;;;
526;86;86;true;,{Var1:86,Var2:86,spam:true};;;;;;;;
527;129;-131;true;,{Var1:129,Var2:-131,spam:true};;;;;;;;
528;247;15;true;,{Var1:247,Var2:15,spam:true};;;;;;;;
529;178;148;true;,{Var1:178,Var2:148,spam:true};;;;;;;;
530;130;188;true;,{Var1:130,Var2:188,spam:true};;;;;;;;
531;143;118;true;,{Var1:143,Var2:118,spam:true};;;;;;;;
532;45;48;true;,{Var1:45,Var2:48,spam:true};;;;;;;;
533;93;172;true;,{Var1:93,Var2:172,spam:true};;;;;;;;
534;77;86;true;,{Var1:77,Var2:86,spam:true};;;;;;;;
535;259;-211;true;,{Var1:259,Var2:-211,spam:true};;;;;;;;
536;130;26;true;,{Var1:130,Var2:26,spam:true};;;;;;;;
537;220;180;true;,{Var1:220,Var2:180,spam:true};;;;;;;;
538;194;90;true;,{Var1:194,Var2:90,spam:true};;;;;;;;
539;315;-216;true;,{Var1:315,Var2:-216,spam:true};;;;;;;;
540;79;102;true;,{Var1:79,Var2:102,spam:true};;;;;;;;
541;133;180;true;,{Var1:133,Var2:180,spam:true};;;;;;;;
542;191;-142;true;,{Var1:191,Var2:-142,spam:true};;;;;;;;
543;152;64;true;,{Var1:152,Var2:64,spam:true};;;;;;;;
544;301;-69;true;,{Var1:301,Var2:-69,spam:true};;;;;;;;
545;131;91;true;,{Var1:131,Var2:91,spam:true};;;;;;;;
546;114;-4;true;,{Var1:114,Var2:-4,spam:true};;;;;;;;
547;155;-104;true;,{Var1:155,Var2:-104,spam:true};;;;;;;;
548;66;13;true;,{Var1:66,Var2:13,spam:true};;;;;;;;
549;202;135;true;,{Var1:202,Var2:135,spam:true};;;;;;;;
550;267;-112;true;,{Var1:267,Var2:-112,spam:true};;;;;;;;
551;123;131;true;,{Var1:123,Var2:131,spam:true};;;;;;;;
552;171;172;true;,{Var1:171,Var2:172,spam:true};;;;;;;;
553;94;102;true;,{Var1:94,Var2:102,spam:true};;;;;;;;
554;59;-10;true;,{Var1:59,Var2:-10,spam:true};;;;;;;;
555;241;-184;true;,{Var1:241,Var2:-184,spam:true};;;;;;;;
556;107;37;true;,{Var1:107,Var2:37,spam:true};;;;;;;;
557;357;-355;true;,{Var1:357,Var2:-355,spam:true};;;;;;;;
558;149;-4;true;,{Var1:149,Var2:-4,spam:true};;;;;;;;
559;83;47;true;,{Var1:83,Var2:47,spam:true};;;;;;;;
560;36;43;true;,{Var1:36,Var2:43,spam:true};;;;;;;;
561;458;-390;true;,{Var1:458,Var2:-390,spam:true};;;;;;;;
562;273;-171;true;,{Var1:273,Var2:-171,spam:true};;;;;;;;
563;206;170;true;,{Var1:206,Var2:170,spam:true};;;;;;;;
564;89;38;true;,{Var1:89,Var2:38,spam:true};;;;;;;;
565;74;78;true;,{Var1:74,Var2:78,spam:true};;;;;;;;
566;168;-129;true;,{Var1:168,Var2:-129,spam:true};;;;;;;;
567;123;102;true;,{Var1:123,Var2:102,spam:true};;;;;;;;
568;146;-68;true;,{Var1:146,Var2:-68,spam:true};;;;;;;;
569;181;-180;true;,{Var1:181,Var2:-180,spam:true};;;;;;;;
570;218;29;true;,{Var1:218,Var2:29,spam:true};;;;;;;;
571;50;66;true;,{Var1:50,Var2:66,spam:true};;;;;;;;
572;192;-88;true;,{Var1:192,Var2:-88,spam:true};;;;;;;;
573;95;-45;true;,{Var1:95,Var2:-45,spam:true};;;;;;;;
574;154;241;true;,{Var1:154,Var2:241,spam:true};;;;;;;;
575;197;46;true;,{Var1:197,Var2:46,spam:true};;;;;;;;
576;256;172;true;,{Var1:256,Var2:172,spam:true};;;;;;;;
577;110;-12;true;,{Var1:110,Var2:-12,spam:true};;;;;;;;
578;156;-38;true;,{Var1:156,Var2:-38,spam:true};;;;;;;;
579;165;-137;true;,{Var1:165,Var2:-137,spam:true};;;;;;;;
580;56;59;true;,{Var1:56,Var2:59,spam:true};;;;;;;;
581;96;-5;true;,{Var1:96,Var2:-5,spam:true};;;;;;;;
582;137;51;true;,{Var1:137,Var2:51,spam:true};;;;;;;;
583;122;36;true;,{Var1:122,Var2:36,spam:true};;;;;;;;
584;170;104;true;,{Var1:170,Var2:104,spam:true};;;;;;;;
585;136;-55;true;,{Var1:136,Var2:-55,spam:true};;;;;;;;
586;107;-113;true;,{Var1:107,Var2:-113,spam:true};;;;;;;;
587;202;273;true;,{Var1:202,Var2:273,spam:true};;;;;;;;
588;203;-150;true;,{Var1:203,Var2:-150,spam:true};;;;;;;;
589;30;34;true;,{Var1:30,Var2:34,spam:true};;;;;;;;
590;393;-398;true;,{Var1:393,Var2:-398,spam:true};;;;;;;;
591;123;-60;true;,{Var1:123,Var2:-60,spam:true};;;;;;;;
592;80;96;true;,{Var1:80,Var2:96,spam:true};;;;;;;;
593;150;-101;true;,{Var1:150,Var2:-101,spam:true};;;;;;;;
594;177;87;true;,{Var1:177,Var2:87,spam:true};;;;;;;;
595;56;68;true;,{Var1:56,Var2:68,spam:true};;;;;;;;
596;16;13;true;,{Var1:16,Var2:13,spam:true};;;;;;;;
597;93;172;true;,{Var1:93,Var2:172,spam:true};;;;;;;;
598;146;-81;true;,{Var1:146,Var2:-81,spam:true};;;;;;;;
599;152;164;true;,{Var1:152,Var2:164,spam:true};;;;;;;;
600;35;44;true;,{Var1:35,Var2:44,spam:true};;;;;;;;
601;151;-4;true;,{Var1:151,Var2:-4,spam:true};;;;;;;;
602;107;98;true;,{Var1:107,Var2:98,spam:true};;;;;;;;
603;452;-403;true;,{Var1:452,Var2:-403,spam:true};;;;;;;;
604;82;100;true;,{Var1:82,Var2:100,spam:true};;;;;;;;
605;109;-4;true;,{Var1:109,Var2:-4,spam:true};;;;;;;;
606;106;-115;true;,{Var1:106,Var2:-115,spam:true};;;;;;;;
607;133;202;true;,{Var1:133,Var2:202,spam:true};;;;;;;;
608;192;93;true;,{Var1:192,Var2:93,spam:true};;;;;;;;
609;163;205;true;,{Var1:163,Var2:205,spam:true};;;;;;;;
610;160;251;true;,{Var1:160,Var2:251,spam:true};;;;;;;;
611;269;-206;true;,{Var1:269,Var2:-206,spam:true};;;;;;;;
612;137;96;true;,{Var1:137,Var2:96,spam:true};;;;;;;;
613;87;87;true;,{Var1:87,Var2:87,spam:true};;;;;;;;
614;165;-66;true;,{Var1:165,Var2:-66,spam:true};;;;;;;;
615;65;76;true;,{Var1:65,Var2:76,spam:true};;;;;;;;
616;143;136;true;,{Var1:143,Var2:136,spam:true};;;;;;;;
617;25;26;true;,{Var1:25,Var2:26,spam:true};;;;;;;;
618;175;1;true;,{Var1:175,Var2:1,spam:true};;;;;;;;
619;222;-177;true;,{Var1:222,Var2:-177,spam:true};;;;;;;;
620;37;41;true;,{Var1:37,Var2:41,spam:true};;;;;;;;
621;19;14;true;,{Var1:19,Var2:14,spam:true};;;;;;;;
622;126;134;true;,{Var1:126,Var2:134,spam:true};;;;;;;;
623;194;-140;true;,{Var1:194,Var2:-140,spam:true};;;;;;;;
624;121;146;true;,{Var1:121,Var2:146,spam:true};;;;;;;;
625;104;9;true;,{Var1:104,Var2:9,spam:true};;;;;;;;
626;205;139;true;,{Var1:205,Var2:139,spam:true};;;;;;;;
627;7;1;true;,{Var1:7,Var2:1,spam:true};;;;;;;;
628;172;106;true;,{Var1:172,Var2:106,spam:true};;;;;;;;
629;295;87;true;,{Var1:295,Var2:87,spam:true};;;;;;;;
630;122;41;true;,{Var1:122,Var2:41,spam:true};;;;;;;;
631;84;21;true;,{Var1:84,Var2:21,spam:true};;;;;;;;
632;235;380;true;,{Var1:235,Var2:380,spam:true};;;;;;;;
633;150;131;true;,{Var1:150,Var2:131,spam:true};;;;;;;;
634;175;76;true;,{Var1:175,Var2:76,spam:true};;;;;;;;
635;115;-8;true;,{Var1:115,Var2:-8,spam:true};;;;;;;;
636;119;-45;true;,{Var1:119,Var2:-45,spam:true};;;;;;;;
637;104;82;true;,{Var1:104,Var2:82,spam:true};;;;;;;;
638;135;73;true;,{Var1:135,Var2:73,spam:true};;;;;;;;
639;48;44;true;,{Var1:48,Var2:44,spam:true};;;;;;;;
640;124;175;true;,{Var1:124,Var2:175,spam:true};;;;;;;;
641;112;-119;true;,{Var1:112,Var2:-119,spam:true};;;;;;;;
642;118;73;true;,{Var1:118,Var2:73,spam:true};;;;;;;;
643;154;-160;true;,{Var1:154,Var2:-160,spam:true};;;;;;;;
644;117;93;true;,{Var1:117,Var2:93,spam:true};;;;;;;;
645;80;35;true;,{Var1:80,Var2:35,spam:true};;;;;;;;
646;130;-30;true;,{Var1:130,Var2:-30,spam:true};;;;;;;;
647;170;-83;true;,{Var1:170,Var2:-83,spam:true};;;;;;;;
648;176;115;true;,{Var1:176,Var2:115,spam:true};;;;;;;;
649;88;94;true;,{Var1:88,Var2:94,spam:true};;;;;;;;
650;206;-166;true;,{Var1:206,Var2:-166,spam:true};;;;;;;;
651;235;380;true;,{Var1:235,Var2:380,spam:true};;;;;;;;
652;146;-12;true;,{Var1:146,Var2:-12,spam:true};;;;;;;;
653;79;3;true;,{Var1:79,Var2:3,spam:true};;;;;;;;
654;131;28;true;,{Var1:131,Var2:28,spam:true};;;;;;;;
655;227;47;true;,{Var1:227,Var2:47,spam:true};;;;;;;;
656;141;-11;true;,{Var1:141,Var2:-11,spam:true};;;;;;;;
657;197;183;true;,{Var1:197,Var2:183,spam:true};;;;;;;;
658;39;61;true;,{Var1:39,Var2:61,spam:true};;;;;;;;
659;132;107;true;,{Var1:132,Var2:107,spam:true};;;;;;;;
660;99;28;true;,{Var1:99,Var2:28,spam:true};;;;;;;;
661;79;38;true;,{Var1:79,Var2:38,spam:true};;;;;;;;
662;133;85;true;,{Var1:133,Var2:85,spam:true};;;;;;;;
663;117;86;true;,{Var1:117,Var2:86,spam:true};;;;;;;;
664;227;38;true;,{Var1:227,Var2:38,spam:true};;;;;;;;
665;63;72;true;,{Var1:63,Var2:72,spam:true};;;;;;;;
666;298;317;true;,{Var1:298,Var2:317,spam:true};;;;;;;;
667;118;114;true;,{Var1:118,Var2:114,spam:true};;;;;;;;
668;263;190;true;,{Var1:263,Var2:190,spam:true};;;;;;;;
669;87;100;true;,{Var1:87,Var2:100,spam:true};;;;;;;;
670;215;-118;true;,{Var1:215,Var2:-118,spam:true};;;;;;;;
671;71;55;true;,{Var1:71,Var2:55,spam:true};;;;;;;;
672;129;20;true;,{Var1:129,Var2:20,spam:true};;;;;;;;
673;457;-385;true;,{Var1:457,Var2:-385,spam:true};;;;;;;;
674;120;-20;true;,{Var1:120,Var2:-20,spam:true};;;;;;;;
675;111;1;true;,{Var1:111,Var2:1,spam:true};;;;;;;;
676;372;-365;true;,{Var1:372,Var2:-365,spam:true};;;;;;;;
677;57;49;true;,{Var1:57,Var2:49,spam:true};;;;;;;;
678;115;-43;true;,{Var1:115,Var2:-43,spam:true};;;;;;;;
679;98;70;true;,{Var1:98,Var2:70,spam:true};;;;;;;;
680;111;11;true;,{Var1:111,Var2:11,spam:true};;;;;;;;
681;79;87;true;,{Var1:79,Var2:87,spam:true};;;;;;;;
682;96;78;true;,{Var1:96,Var2:78,spam:true};;;;;;;;
683;140;-67;true;,{Var1:140,Var2:-67,spam:true};;;;;;;;
684;109;19;true;,{Var1:109,Var2:19,spam:true};;;;;;;;
685;114;-4;true;,{Var1:114,Var2:-4,spam:true};;;;;;;;
686;262;439;true;,{Var1:262,Var2:439,spam:true};;;;;;;;
687;224;188;true;,{Var1:224,Var2:188,spam:true};;;;;;;;
688;327;-260;true;,{Var1:327,Var2:-260,spam:true};;;;;;;;
689;91;25;true;,{Var1:91,Var2:25,spam:true};;;;;;;;
690;372;-365;true;,{Var1:372,Var2:-365,spam:true};;;;;;;;
691;16;0;true;,{Var1:16,Var2:0,spam:true};;;;;;;;
692;183;59;true;,{Var1:183,Var2:59,spam:true};;;;;;;;
693;70;63;true;,{Var1:70,Var2:63,spam:true};;;;;;;;
694;232;-166;true;,{Var1:232,Var2:-166,spam:true};;;;;;;;
695;195;-130;true;,{Var1:195,Var2:-130,spam:true};;;;;;;;
696;150;-50;true;,{Var1:150,Var2:-50,spam:true};;;;;;;;
697;135;-28;true;,{Var1:135,Var2:-28,spam:true};;;;;;;;
698;31;36;true;,{Var1:31,Var2:36,spam:true};;;;;;;;
699;96;103;true;,{Var1:96,Var2:103,spam:true};;;;;;;;
700;24;15;true;,{Var1:24,Var2:15,spam:true};;;;;;;;
701;134;-5;true;,{Var1:134,Var2:-5,spam:true};;;;;;;;
702;97;138;true;,{Var1:97,Var2:138,spam:true};;;;;;;;
703;228;175;true;,{Var1:228,Var2:175,spam:true};;;;;;;;
704;152;-7;true;,{Var1:152,Var2:-7,spam:true};;;;;;;;
705;126;56;true;,{Var1:126,Var2:56,spam:true};;;;;;;;
706;49;-47;true;,{Var1:49,Var2:-47,spam:true};;;;;;;;
707;215;-71;true;,{Var1:215,Var2:-71,spam:true};;;;;;;;
708;275;203;true;,{Var1:275,Var2:203,spam:true};;;;;;;;
709;13;8;true;,{Var1:13,Var2:8,spam:true};;;;;;;;
710;170;-127;true;,{Var1:170,Var2:-127,spam:true};;;;;;;;
711;98;-106;true;,{Var1:98,Var2:-106,spam:true};;;;;;;;
712;394;-344;true;,{Var1:394,Var2:-344,spam:true};;;;;;;;
713;169;-29;true;,{Var1:169,Var2:-29,spam:true};;;;;;;;
714;90;77;true;,{Var1:90,Var2:77,spam:true};;;;;;;;
715;281;47;true;,{Var1:281,Var2:47,spam:true};;;;;;;;
716;196;-132;true;,{Var1:196,Var2:-132,spam:true};;;;;;;;
717;289;47;true;,{Var1:289,Var2:47,spam:true};;;;;;;;
718;240;159;true;,{Var1:240,Var2:159,spam:true};;;;;;;;
719;263;190;true;,{Var1:263,Var2:190,spam:true};;;;;;;;
720;184;99;true;,{Var1:184,Var2:99,spam:true};;;;;;;;
721;134;56;true;,{Var1:134,Var2:56,spam:true};;;;;;;;
722;79;128;true;,{Var1:79,Var2:128,spam:true};;;;;;;;
723;62;75;true;,{Var1:62,Var2:75,spam:true};;;;;;;;
724;43;-16;true;,{Var1:43,Var2:-16,spam:true};;;;;;;;
725;33;41;true;,{Var1:33,Var2:41,spam:true};;;;;;;;
726;298;83;true;,{Var1:298,Var2:83,spam:true};;;;;;;;
727;277;-64;true;,{Var1:277,Var2:-64,spam:true};;;;;;;;
728;274;427;true;,{Var1:274,Var2:427,spam:true};;;;;;;;
