;Var1;Var2;target;;;;;;;;;
729;250;9;true;,{Var1:250,Var2:9,spam:true};;;;;;;;
730;171;52;true;,{Var1:171,Var2:52,spam:true};;;;;;;;
731;203;54;true;,{Var1:203,Var2:54,spam:true};;;;;;;;
732;197;109;true;,{Var1:197,Var2:109,spam:true};;;;;;;;
733;74;57;true;,{Var1:74,Var2:57,spam:true};;;;;;;;
734;114;-56;true;,{Var1:114,Var2:-56,spam:true};;;;;;;;
735;181;29;true;,{Var1:181,Var2:29,spam:true};;;;;;;;
736;207;-105;true;,{Var1:207,Var2:-105,spam:true};;;;;;;;
737;121;-35;true;,{Var1:121,Var2:-35,spam:true};;;;;;;;
738;67;-34;true;,{Var1:67,Var2:-34,spam:true};;;;;;;;
739;4;3;true;,{Var1:4,Var2:3,spam:true};;;;;;;;
740;168;43;true;,{Var1:168,Var2:43,spam:true};;;;;;;;
741;42;10;false;,{Var1:42,Var2:10,spam:false};;;;;;;;
742;11;8;false;,{Var1:11,Var2:8,spam:false};;;;;;;;
743;18;19;false;,{Var1:18,Var2:19,spam:false};;;;;;;;
744;5;6;false;,{Var1:5,Var2:6,spam:false};;;;;;;;
745;6;7;false;,{Var1:6,Var2:7,spam:false};;;;;;;;
746;65;90;false;,{Var1:65,Var2:90,spam:false};;;;;;;;
747;21;1;false;,{Var1:21,Var2:1,spam:false};;;;;;;;
748;13;10;false;,{Var1:13,Var2:10,spam:false};;;;;;;;
749;19;23;false;,{Var1:19,Var2:23,spam:false};;;;;;;;
750;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
751;30;35;false;,{Var1:30,Var2:35,spam:false};;;;;;;;
752;0;1;false;,{Var1:0,Var2:1,spam:false};;;;;;;;
753;29;50;false;,{Var1:29,Var2:50,spam:false};;;;;;;;
754;11;14;false;,{Var1:11,Var2:14,spam:false};;;;;;;;
755;7;5;false;,{Var1:7,Var2:5,spam:false};;;;;;;;
756;11;13;false;,{Var1:11,Var2:13,spam:false};;;;;;;;
757;4;5;false;,{Var1:4,Var2:5,spam:false};;;;;;;;
758;22;18;false;,{Var1:22,Var2:18,spam:false};;;;;;;;
759;9;13;false;,{Var1:9,Var2:13,spam:false};;;;;;;;
760;15;15;false;,{Var1:15,Var2:15,spam:false};;;;;;;;
761;7;8;false;,{Var1:7,Var2:8,spam:false};;;;;;;;
762;37;-3;false;,{Var1:37,Var2:-3,spam:false};;;;;;;;
763;7;6;false;,{Var1:7,Var2:6,spam:false};;;;;;;;
764;32;36;false;,{Var1:32,Var2:36,spam:false};;;;;;;;
765;10;11;false;,{Var1:10,Var2:11,spam:false};;;;;;;;
766;5;4;false;,{Var1:5,Var2:4,spam:false};;;;;;;;
767;3;5;false;,{Var1:3,Var2:5,spam:false};;;;;;;;
768;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
769;17;11;false;,{Var1:17,Var2:11,spam:false};;;;;;;;
770;11;11;false;,{Var1:11,Var2:11,spam:false};;;;;;;;
771;41;21;false;,{Var1:41,Var2:21,spam:false};;;;;;;;
772;16;16;false;,{Var1:16,Var2:16,spam:false};;;;;;;;
773;19;47;false;,{Var1:19,Var2:47,spam:false};;;;;;;;
774;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
775;19;33;false;,{Var1:19,Var2:33,spam:false};;;;;;;;
776;45;22;false;,{Var1:45,Var2:22,spam:false};;;;;;;;
777;20;12;false;,{Var1:20,Var2:12,spam:false};;;;;;;;
778;8;12;false;,{Var1:8,Var2:12,spam:false};;;;;;;;
779;4;7;false;,{Var1:4,Var2:7,spam:false};;;;;;;;
780;29;1;false;,{Var1:29,Var2:1,spam:false};;;;;;;;
781;26;21;false;,{Var1:26,Var2:21,spam:false};;;;;;;;
782;24;42;false;,{Var1:24,Var2:42,spam:false};;;;;;;;
783;9;9;false;,{Var1:9,Var2:9,spam:false};;;;;;;;
784;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
785;26;32;false;,{Var1:26,Var2:32,spam:false};;;;;;;;
786;25;21;false;,{Var1:25,Var2:21,spam:false};;;;;;;;
787;23;42;false;,{Var1:23,Var2:42,spam:false};;;;;;;;
788;8;8;false;,{Var1:8,Var2:8,spam:false};;;;;;;;
789;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
790;23;24;false;,{Var1:23,Var2:24,spam:false};;;;;;;;
791;18;6;false;,{Var1:18,Var2:6,spam:false};;;;;;;;
792;11;16;false;,{Var1:11,Var2:16,spam:false};;;;;;;;
793;17;27;false;,{Var1:17,Var2:27,spam:false};;;;;;;;
794;31;16;false;,{Var1:31,Var2:16,spam:false};;;;;;;;
795;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
796;152;-69;false;,{Var1:152,Var2:-69,spam:false};;;;;;;;
797;16;40;false;,{Var1:16,Var2:40,spam:false};;;;;;;;
798;11;11;false;,{Var1:11,Var2:11,spam:false};;;;;;;;
799;12;12;false;,{Var1:12,Var2:12,spam:false};;;;;;;;
800;7;2;false;,{Var1:7,Var2:2,spam:false};;;;;;;;
801;11;19;false;,{Var1:11,Var2:19,spam:false};;;;;;;;
802;31;2;false;,{Var1:31,Var2:2,spam:false};;;;;;;;
803;17;19;false;,{Var1:17,Var2:19,spam:false};;;;;;;;
804;6;13;false;,{Var1:6,Var2:13,spam:false};;;;;;;;
805;45;52;false;,{Var1:45,Var2:52,spam:false};;;;;;;;
806;17;19;false;,{Var1:17,Var2:19,spam:false};;;;;;;;
807;17;20;false;,{Var1:17,Var2:20,spam:false};;;;;;;;
808;16;15;false;,{Var1:16,Var2:15,spam:false};;;;;;;;
809;9;8;false;,{Var1:9,Var2:8,spam:false};;;;;;;;
810;3;3;false;,{Var1:3,Var2:3,spam:false};;;;;;;;
811;22;24;false;,{Var1:22,Var2:24,spam:false};;;;;;;;
812;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
813;370;-139;false;,{Var1:370,Var2:-139,spam:false};;;;;;;;
814;165;67;false;,{Var1:165,Var2:67,spam:false};;;;;;;;
815;4;5;false;,{Var1:4,Var2:5,spam:false};;;;;;;;
816;10;11;false;,{Var1:10,Var2:11,spam:false};;;;;;;;
817;9;15;false;,{Var1:9,Var2:15,spam:false};;;;;;;;
818;19;6;false;,{Var1:19,Var2:6,spam:false};;;;;;;;
819;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
820;146;-53;false;,{Var1:146,Var2:-53,spam:false};;;;;;;;
821;35;33;false;,{Var1:35,Var2:33,spam:false};;;;;;;;
822;13;6;false;,{Var1:13,Var2:6,spam:false};;;;;;;;
823;50;54;false;,{Var1:50,Var2:54,spam:false};;;;;;;;
824;136;-13;false;,{Var1:136,Var2:-13,spam:false};;;;;;;;
825;43;8;false;,{Var1:43,Var2:8,spam:false};;;;;;;;
826;58;25;false;,{Var1:58,Var2:25,spam:false};;;;;;;;
827;19;12;false;,{Var1:19,Var2:12,spam:false};;;;;;;;
828;79;103;false;,{Var1:79,Var2:103,spam:false};;;;;;;;
829;9;5;false;,{Var1:9,Var2:5,spam:false};;;;;;;;
830;50;12;false;,{Var1:50,Var2:12,spam:false};;;;;;;;
831;11;7;false;,{Var1:11,Var2:7,spam:false};;;;;;;;
832;59;-14;false;,{Var1:59,Var2:-14,spam:false};;;;;;;;
833;45;-8;false;,{Var1:45,Var2:-8,spam:false};;;;;;;;
834;13;6;false;,{Var1:13,Var2:6,spam:false};;;;;;;;
835;5;5;false;,{Var1:5,Var2:5,spam:false};;;;;;;;
836;9;14;false;,{Var1:9,Var2:14,spam:false};;;;;;;;
837;44;54;false;,{Var1:44,Var2:54,spam:false};;;;;;;;
838;8;8;false;,{Var1:8,Var2:8,spam:false};;;;;;;;
839;65;30;false;,{Var1:65,Var2:30,spam:false};;;;;;;;
840;45;46;false;,{Var1:45,Var2:46,spam:false};;;;;;;;
841;15;4;false;,{Var1:15,Var2:4,spam:false};;;;;;;;
842;13;10;false;,{Var1:13,Var2:10,spam:false};;;;;;;;
843;11;7;false;,{Var1:11,Var2:7,spam:false};;;;;;;;
844;12;9;false;,{Var1:12,Var2:9,spam:false};;;;;;;;
845;15;3;false;,{Var1:15,Var2:3,spam:false};;;;;;;;
846;78;26;false;,{Var1:78,Var2:26,spam:false};;;;;;;;
847;7;0;false;,{Var1:7,Var2:0,spam:false};;;;;;;;
848;20;17;false;,{Var1:20,Var2:17,spam:false};;;;;;;;
849;14;9;false;,{Var1:14,Var2:9,spam:false};;;;;;;;
850;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
851;33;36;false;,{Var1:33,Var2:36,spam:false};;;;;;;;
852;33;33;false;,{Var1:33,Var2:33,spam:false};;;;;;;;
853;33;51;false;,{Var1:33,Var2:51,spam:false};;;;;;;;
854;25;25;false;,{Var1:25,Var2:25,spam:false};;;;;;;;
855;16;11;false;,{Var1:16,Var2:11,spam:false};;;;;;;;
856;59;70;false;,{Var1:59,Var2:70,spam:false};;;;;;;;
857;17;3;false;,{Var1:17,Var2:3,spam:false};;;;;;;;
858;8;6;false;,{Var1:8,Var2:6,spam:false};;;;;;;;
859;16;10;false;,{Var1:16,Var2:10,spam:false};;;;;;;;
860;49;-53;false;,{Var1:49,Var2:-53,spam:false};;;;;;;;
861;26;28;false;,{Var1:26,Var2:28,spam:false};;;;;;;;
862;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
863;55;-10;false;,{Var1:55,Var2:-10,spam:false};;;;;;;;
864;16;4;false;,{Var1:16,Var2:4,spam:false};;;;;;;;
865;17;5;false;,{Var1:17,Var2:5,spam:false};;;;;;;;
866;41;45;false;,{Var1:41,Var2:45,spam:false};;;;;;;;
867;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
868;73;-5;false;,{Var1:73,Var2:-5,spam:false};;;;;;;;
869;23;0;false;,{Var1:23,Var2:0,spam:false};;;;;;;;
870;9;10;false;,{Var1:9,Var2:10,spam:false};;;;;;;;
871;85;-21;false;,{Var1:85,Var2:-21,spam:false};;;;;;;;
872;15;14;false;,{Var1:15,Var2:14,spam:false};;;;;;;;
873;50;-9;false;,{Var1:50,Var2:-9,spam:false};;;;;;;;
874;4;3;false;,{Var1:4,Var2:3,spam:false};;;;;;;;
875;45;-4;false;,{Var1:45,Var2:-4,spam:false};;;;;;;;
876;170;-49;false;,{Var1:170,Var2:-49,spam:false};;;;;;;;
877;2;1;false;,{Var1:2,Var2:1,spam:false};;;;;;;;
878;15;3;false;,{Var1:15,Var2:3,spam:false};;;;;;;;
879;9;10;false;,{Var1:9,Var2:10,spam:false};;;;;;;;
880;71;92;false;,{Var1:71,Var2:92,spam:false};;;;;;;;
881;19;-3;false;,{Var1:19,Var2:-3,spam:false};;;;;;;;
882;17;28;false;,{Var1:17,Var2:28,spam:false};;;;;;;;
883;37;23;false;,{Var1:37,Var2:23,spam:false};;;;;;;;
884;25;28;false;,{Var1:25,Var2:28,spam:false};;;;;;;;
885;14;9;false;,{Var1:14,Var2:9,spam:false};;;;;;;;
886;22;39;false;,{Var1:22,Var2:39,spam:false};;;;;;;;
887;58;-10;false;,{Var1:58,Var2:-10,spam:false};;;;;;;;
888;54;-39;false;,{Var1:54,Var2:-39,spam:false};;;;;;;;
889;6;5;false;,{Var1:6,Var2:5,spam:false};;;;;;;;
890;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
891;16;20;false;,{Var1:16,Var2:20,spam:false};;;;;;;;
892;103;122;false;,{Var1:103,Var2:122,spam:false};;;;;;;;
893;13;10;false;,{Var1:13,Var2:10,spam:false};;;;;;;;
894;37;7;false;,{Var1:37,Var2:7,spam:false};;;;;;;;
895;4;4;false;,{Var1:4,Var2:4,spam:false};;;;;;;;
896;3;4;false;,{Var1:3,Var2:4,spam:false};;;;;;;;
897;41;47;false;,{Var1:41,Var2:47,spam:false};;;;;;;;
898;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
899;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
900;22;28;false;,{Var1:22,Var2:28,spam:false};;;;;;;;
901;75;32;false;,{Var1:75,Var2:32,spam:false};;;;;;;;
902;20;17;false;,{Var1:20,Var2:17,spam:false};;;;;;;;
903;55;75;false;,{Var1:55,Var2:75,spam:false};;;;;;;;
904;18;14;false;,{Var1:18,Var2:14,spam:false};;;;;;;;
905;47;30;false;,{Var1:47,Var2:30,spam:false};;;;;;;;
906;24;21;false;,{Var1:24,Var2:21,spam:false};;;;;;;;
907;17;24;false;,{Var1:17,Var2:24,spam:false};;;;;;;;
908;15;14;false;,{Var1:15,Var2:14,spam:false};;;;;;;;
909;12;14;false;,{Var1:12,Var2:14,spam:false};;;;;;;;
910;12;2;false;,{Var1:12,Var2:2,spam:false};;;;;;;;
911;95;49;false;,{Var1:95,Var2:49,spam:false};;;;;;;;
912;51;-18;false;,{Var1:51,Var2:-18,spam:false};;;;;;;;
913;12;7;false;,{Var1:12,Var2:7,spam:false};;;;;;;;
914;18;15;false;,{Var1:18,Var2:15,spam:false};;;;;;;;
915;101;-7;false;,{Var1:101,Var2:-7,spam:false};;;;;;;;
916;15;1;false;,{Var1:15,Var2:1,spam:false};;;;;;;;
917;16;21;false;,{Var1:16,Var2:21,spam:false};;;;;;;;
918;90;107;false;,{Var1:90,Var2:107,spam:false};;;;;;;;
919;89;112;false;,{Var1:89,Var2:112,spam:false};;;;;;;;
920;27;26;false;,{Var1:27,Var2:26,spam:false};;;;;;;;
921;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
922;10;7;false;,{Var1:10,Var2:7,spam:false};;;;;;;;
923;9;5;false;,{Var1:9,Var2:5,spam:false};;;;;;;;
924;21;11;false;,{Var1:21,Var2:11,spam:false};;;;;;;;
925;19;15;false;,{Var1:19,Var2:15,spam:false};;;;;;;;
926;12;-8;false;,{Var1:12,Var2:-8,spam:false};;;;;;;;
927;55;-19;false;,{Var1:55,Var2:-19,spam:false};;;;;;;;
928;45;51;false;,{Var1:45,Var2:51,spam:false};;;;;;;;
929;26;36;false;,{Var1:26,Var2:36,spam:false};;;;;;;;
930;39;63;false;,{Var1:39,Var2:63,spam:false};;;;;;;;
931;57;34;false;,{Var1:57,Var2:34,spam:false};;;;;;;;
932;10;9;false;,{Var1:10,Var2:9,spam:false};;;;;;;;
933;38;39;false;,{Var1:38,Var2:39,spam:false};;;;;;;;
934;35;41;false;,{Var1:35,Var2:41,spam:false};;;;;;;;
935;16;12;false;,{Var1:16,Var2:12,spam:false};;;;;;;;
936;7;7;false;,{Var1:7,Var2:7,spam:false};;;;;;;;
937;7;6;false;,{Var1:7,Var2:6,spam:false};;;;;;;;
938;53;60;false;,{Var1:53,Var2:60,spam:false};;;;;;;;
939;6;12;false;,{Var1:6,Var2:12,spam:false};;;;;;;;
940;17;33;false;,{Var1:17,Var2:33,spam:false};;;;;;;;
941;31;38;false;,{Var1:31,Var2:38,spam:false};;;;;;;;
942;11;2;false;,{Var1:11,Var2:2,spam:false};;;;;;;;
943;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
944;107;-22;false;,{Var1:107,Var2:-22,spam:false};;;;;;;;
945;8;8;false;,{Var1:8,Var2:8,spam:false};;;;;;;;
946;16;11;false;,{Var1:16,Var2:11,spam:false};;;;;;;;
947;3;4;false;,{Var1:3,Var2:4,spam:false};;;;;;;;
948;53;8;false;,{Var1:53,Var2:8,spam:false};;;;;;;;
949;29;49;false;,{Var1:29,Var2:49,spam:false};;;;;;;;
950;13;12;false;,{Var1:13,Var2:12,spam:false};;;;;;;;
951;24;21;false;,{Var1:24,Var2:21,spam:false};;;;;;;;
952;16;6;false;,{Var1:16,Var2:6,spam:false};;;;;;;;
953;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
954;18;17;false;,{Var1:18,Var2:17,spam:false};;;;;;;;
955;29;-21;false;,{Var1:29,Var2:-21,spam:false};;;;;;;;
956;5;4;false;,{Var1:5,Var2:4,spam:false};;;;;;;;
957;43;-15;false;,{Var1:43,Var2:-15,spam:false};;;;;;;;
958;9;15;false;,{Var1:9,Var2:15,spam:false};;;;;;;;
959;26;23;false;,{Var1:26,Var2:23,spam:false};;;;;;;;
960;82;76;false;,{Var1:82,Var2:76,spam:false};;;;;;;;
961;11;5;false;,{Var1:11,Var2:5,spam:false};;;;;;;;
962;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
963;25;-3;false;,{Var1:25,Var2:-3,spam:false};;;;;;;;
964;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
965;84;-12;false;,{Var1:84,Var2:-12,spam:false};;;;;;;;
966;4;2;false;,{Var1:4,Var2:2,spam:false};;;;;;;;
967;17;1;false;,{Var1:17,Var2:1,spam:false};;;;;;;;
968;3;3;false;,{Var1:3,Var2:3,spam:false};;;;;;;;
969;77;-22;false;,{Var1:77,Var2:-22,spam:false};;;;;;;;
970;24;42;false;,{Var1:24,Var2:42,spam:false};;;;;;;;
971;22;7;false;,{Var1:22,Var2:7,spam:false};;;;;;;;
972;24;-10;false;,{Var1:24,Var2:-10,spam:false};;;;;;;;
973;29;25;false;,{Var1:29,Var2:25,spam:false};;;;;;;;
974;6;6;false;,{Var1:6,Var2:6,spam:false};;;;;;;;
975;8;16;false;,{Var1:8,Var2:16,spam:false};;;;;;;;
976;30;30;false;,{Var1:30,Var2:30,spam:false};;;;;;;;
977;10;-11;false;,{Var1:10,Var2:-11,spam:false};;;;;;;;
978;45;53;false;,{Var1:45,Var2:53,spam:false};;;;;;;;
979;9;12;false;,{Var1:9,Var2:12,spam:false};;;;;;;;
980;13;-3;false;,{Var1:13,Var2:-3,spam:false};;;;;;;;
981;4;2;false;,{Var1:4,Var2:2,spam:false};;;;;;;;
982;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
983;13;12;false;,{Var1:13,Var2:12,spam:false};;;;;;;;
984;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
985;9;11;false;,{Var1:9,Var2:11,spam:false};;;;;;;;
986;138;-32;false;,{Var1:138,Var2:-32,spam:false};;;;;;;;
987;17;-18;false;,{Var1:17,Var2:-18,spam:false};;;;;;;;
988;27;17;false;,{Var1:27,Var2:17,spam:false};;;;;;;;
989;5;5;false;,{Var1:5,Var2:5,spam:false};;;;;;;;
990;1;0;false;,{Var1:1,Var2:0,spam:false};;;;;;;;
991;29;34;false;,{Var1:29,Var2:34,spam:false};;;;;;;;
992;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
993;30;49;false;,{Var1:30,Var2:49,spam:false};;;;;;;;
994;29;22;false;,{Var1:29,Var2:22,spam:false};;;;;;;;
995;30;36;false;,{Var1:30,Var2:36,spam:false};;;;;;;;
996;4;6;false;,{Var1:4,Var2:6,spam:false};;;;;;;;
997;10;14;false;,{Var1:10,Var2:14,spam:false};;;;;;;;
998;5;4;false;,{Var1:5,Var2:4,spam:false};;;;;;;;
999;20;15;false;,{Var1:20,Var2:15,spam:false};;;;;;;;
1000;3;6;false;,{Var1:3,Var2:6,spam:false};;;;;;;;
1001;14;8;false;,{Var1:14,Var2:8,spam:false};;;;;;;;
1002;37;40;false;,{Var1:37,Var2:40,spam:false};;;;;;;;
1003;75;58;false;,{Var1:75,Var2:58,spam:false};;;;;;;;
1004;14;12;false;,{Var1:14,Var2:12,spam:false};;;;;;;;
1005;4;0;false;,{Var1:4,Var2:0,spam:false};;;;;;;;
1006;55;9;false;,{Var1:55,Var2:9,spam:false};;;;;;;;
1007;32;38;false;,{Var1:32,Var2:38,spam:false};;;;;;;;
1008;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1009;63;24;false;,{Var1:63,Var2:24,spam:false};;;;;;;;
1010;4;5;false;,{Var1:4,Var2:5,spam:false};;;;;;;;
1011;21;18;false;,{Var1:21,Var2:18,spam:false};;;;;;;;
1012;2;1;false;,{Var1:2,Var2:1,spam:false};;;;;;;;
1013;18;18;false;,{Var1:18,Var2:18,spam:false};;;;;;;;
1014;2;0;false;,{Var1:2,Var2:0,spam:false};;;;;;;;
1015;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1016;8;21;false;,{Var1:8,Var2:21,spam:false};;;;;;;;
1017;8;13;false;,{Var1:8,Var2:13,spam:false};;;;;;;;
1018;14;18;false;,{Var1:14,Var2:18,spam:false};;;;;;;;
1019;5;2;false;,{Var1:5,Var2:2,spam:false};;;;;;;;
1020;8;6;false;,{Var1:8,Var2:6,spam:false};;;;;;;;
1021;25;15;false;,{Var1:25,Var2:15,spam:false};;;;;;;;
1022;23;8;false;,{Var1:23,Var2:8,spam:false};;;;;;;;
1023;0;1;false;,{Var1:0,Var2:1,spam:false};;;;;;;;
1024;41;30;false;,{Var1:41,Var2:30,spam:false};;;;;;;;
1025;9;10;false;,{Var1:9,Var2:10,spam:false};;;;;;;;
1026;30;22;false;,{Var1:30,Var2:22,spam:false};;;;;;;;
1027;60;11;false;,{Var1:60,Var2:11,spam:false};;;;;;;;
1028;48;9;false;,{Var1:48,Var2:9,spam:false};;;;;;;;
1029;33;24;false;,{Var1:33,Var2:24,spam:false};;;;;;;;
1030;13;11;false;,{Var1:13,Var2:11,spam:false};;;;;;;;
1031;4;3;false;,{Var1:4,Var2:3,spam:false};;;;;;;;
1032;8;8;false;,{Var1:8,Var2:8,spam:false};;;;;;;;
1033;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1034;44;-2;false;,{Var1:44,Var2:-2,spam:false};;;;;;;;
1035;30;47;false;,{Var1:30,Var2:47,spam:false};;;;;;;;
1036;13;13;false;,{Var1:13,Var2:13,spam:false};;;;;;;;
1037;19;18;false;,{Var1:19,Var2:18,spam:false};;;;;;;;
1038;70;65;false;,{Var1:70,Var2:65,spam:false};;;;;;;;
1039;41;48;false;,{Var1:41,Var2:48,spam:false};;;;;;;;
1040;34;-1;false;,{Var1:34,Var2:-1,spam:false};;;;;;;;
1041;13;13;false;,{Var1:13,Var2:13,spam:false};;;;;;;;
1042;29;40;false;,{Var1:29,Var2:40,spam:false};;;;;;;;
1043;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1044;28;31;false;,{Var1:28,Var2:31,spam:false};;;;;;;;
1045;10;9;false;,{Var1:10,Var2:9,spam:false};;;;;;;;
1046;8;6;false;,{Var1:8,Var2:6,spam:false};;;;;;;;
1047;14;14;false;,{Var1:14,Var2:14,spam:false};;;;;;;;
1048;12;14;false;,{Var1:12,Var2:14,spam:false};;;;;;;;
1049;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1050;9;8;false;,{Var1:9,Var2:8,spam:false};;;;;;;;
1051;32;28;false;,{Var1:32,Var2:28,spam:false};;;;;;;;
1052;92;26;false;,{Var1:92,Var2:26,spam:false};;;;;;;;
1053;50;50;false;,{Var1:50,Var2:50,spam:false};;;;;;;;
1054;25;28;false;,{Var1:25,Var2:28,spam:false};;;;;;;;
1055;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1056;11;10;false;,{Var1:11,Var2:10,spam:false};;;;;;;;
1057;7;14;false;,{Var1:7,Var2:14,spam:false};;;;;;;;
1058;7;5;false;,{Var1:7,Var2:5,spam:false};;;;;;;;
1059;6;1;false;,{Var1:6,Var2:1,spam:false};;;;;;;;
1060;9;12;false;,{Var1:9,Var2:12,spam:false};;;;;;;;
1061;22;26;false;,{Var1:22,Var2:26,spam:false};;;;;;;;
1062;12;17;false;,{Var1:12,Var2:17,spam:false};;;;;;;;
1063;54;66;false;,{Var1:54,Var2:66,spam:false};;;;;;;;
1064;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
1065;25;21;false;,{Var1:25,Var2:21,spam:false};;;;;;;;
1066;37;-23;false;,{Var1:37,Var2:-23,spam:false};;;;;;;;
1067;20;12;false;,{Var1:20,Var2:12,spam:false};;;;;;;;
1068;48;61;false;,{Var1:48,Var2:61,spam:false};;;;;;;;
1069;33;43;false;,{Var1:33,Var2:43,spam:false};;;;;;;;
1070;12;3;false;,{Var1:12,Var2:3,spam:false};;;;;;;;
1071;35;36;false;,{Var1:35,Var2:36,spam:false};;;;;;;;
1072;26;25;false;,{Var1:26,Var2:25,spam:false};;;;;;;;
1073;77;2;false;,{Var1:77,Var2:2,spam:false};;;;;;;;
1074;18;21;false;,{Var1:18,Var2:21,spam:false};;;;;;;;
1075;14;7;false;,{Var1:14,Var2:7,spam:false};;;;;;;;
1076;9;9;false;,{Var1:9,Var2:9,spam:false};;;;;;;;
1077;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1078;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
1079;107;3;false;,{Var1:107,Var2:3,spam:false};;;;;;;;
1080;25;20;false;,{Var1:25,Var2:20,spam:false};;;;;;;;
1081;25;31;false;,{Var1:25,Var2:31,spam:false};;;;;;;;
1082;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1083;11;13;false;,{Var1:11,Var2:13,spam:false};;;;;;;;
1084;5;-2;false;,{Var1:5,Var2:-2,spam:false};;;;;;;;
1085;13;1;false;,{Var1:13,Var2:1,spam:false};;;;;;;;
1086;24;23;false;,{Var1:24,Var2:23,spam:false};;;;;;;;
1087;4;5;false;,{Var1:4,Var2:5,spam:false};;;;;;;;
1088;60;15;false;,{Var1:60,Var2:15,spam:false};;;;;;;;
1089;17;17;false;,{Var1:17,Var2:17,spam:false};;;;;;;;
1090;10;9;false;,{Var1:10,Var2:9,spam:false};;;;;;;;
1091;17;17;false;,{Var1:17,Var2:17,spam:false};;;;;;;;
1092;41;25;false;,{Var1:41,Var2:25,spam:false};;;;;;;;
1093;18;-7;false;,{Var1:18,Var2:-7,spam:false};;;;;;;;
1094;11;25;false;,{Var1:11,Var2:25,spam:false};;;;;;;;
1095;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
1096;1;2;false;,{Var1:1,Var2:2,spam:false};;;;;;;;
1097;8;7;false;,{Var1:8,Var2:7,spam:false};;;;;;;;
1098;18;23;false;,{Var1:18,Var2:23,spam:false};;;;;;;;
1099;17;21;false;,{Var1:17,Var2:21,spam:false};;;;;;;;
1100;5;6;false;,{Var1:5,Var2:6,spam:false};;;;;;;;
1101;19;18;false;,{Var1:19,Var2:18,spam:false};;;;;;;;
1102;5;5;false;,{Var1:5,Var2:5,spam:false};;;;;;;;
1103;52;-4;false;,{Var1:52,Var2:-4,spam:false};;;;;;;;
